Age,Income,Employment_Years,Education_Level,Credit_Score,Loan_Purpose,Loan_Amount,Loan_Term_Days,Number_of_Open_Accounts,Outstanding Debt,DTI,Credit_Worthy
60,857165,25.27,3,758,1,17982,76,9,64937,7.58,1
51,841186,8.37,1,692,2,90960,275,12,72989,8.68,1
26,956128,10.1,4,818,3,78639,283,13,26475,2.77,1
43,892318,22.22,4,885,1,43446,146,8,38887,4.36,1
19,177753,43.27,3,747,3,90742,13,1,14427,8.12,1
26,633812,34.63,4,890,1,13079,363,14,33336,5.26,1
26,363150,21.97,2,564,1,44928,129,11,30542,8.41,0
57,831136,15.2,3,871,2,7328,230,2,74917,9.01,1
34,517488,24.72,3,745,1,74936,85,6,4966,0.96,1
18,114913,33.68,3,442,1,74317,162,5,65705,57.18,0
42,638396,35.28,2,545,1,73903,51,11,44125,6.91,0
60,799091,14.61,3,880,2,71008,215,7,68208,8.54,1
57,289637,32.45,4,875,1,39018,1,9,16763,5.79,1
59,89639,29.6,4,771,1,11020,123,14,29905,33.36,1
42,251452,43.16,4,827,1,82492,288,4,67469,26.83,1
56,336527,41.9,4,869,3,27885,200,8,14214,4.22,1
52,678354,35.52,3,809,2,82857,183,4,32962,4.86,1
20,744640,32.55,2,444,3,25278,216,3,24840,3.34,0
54,329378,12.33,1,334,2,99590,240,12,29943,9.09,0
61,984795,38.07,4,858,2,72097,349,2,30326,3.08,1
61,672962,19.24,1,431,3,83501,68,8,10208,1.52,0
47,506084,12.25,1,603,2,14152,319,11,70153,13.86,1
55,549882,17.29,3,841,2,96006,82,8,73415,13.35,1
51,781195,37.62,4,852,3,72968,142,11,14815,1.9,1
29,289515,6.69,4,745,1,49483,41,12,17685,6.11,1
36,591603,20.53,4,747,2,427,239,3,35969,6.08,1
54,758924,22.16,1,467,3,88401,3,1,3374,0.44,0
61,671539,1.65,4,877,2,70875,94,13,15179,2.26,1
34,252520,8.81,4,706,3,75714,59,6,25957,10.28,1
27,623814,37.2,2,394,1,7138,228,5,64684,10.37,0
64,263459,37.38,3,759,2,8148,18,8,40693,15.45,1
29,691986,13.16,4,734,1,94307,239,6,44120,6.38,1
33,892437,39.37,4,890,1,15054,360,4,4992,0.56,1
41,257330,34.73,3,847,3,57641,74,10,5203,2.02,1
36,125573,18.81,3,843,2,45571,332,10,20317,16.18,1
25,944634,33.68,1,463,2,68415,169,12,29696,3.14,0
48,157900,43.26,1,318,2,13325,264,12,3623,2.29,0
38,339658,20.65,1,685,2,98177,160,11,60738,17.88,1
34,520364,10.73,3,767,2,85356,337,2,57133,10.98,1
40,525740,42.38,2,397,3,13631,169,8,1611,0.31,0
54,255707,27.17,4,706,2,70971,206,5,41573,16.26,1
33,728024,4.74,3,746,1,9630,357,12,16989,2.33,1
23,524917,25.77,2,476,1,59135,9,8,66157,12.6,0
25,693243,22.53,3,742,2,24891,346,5,15336,2.21,1
42,718419,38.5,2,587,3,1749,304,6,2603,0.36,0
35,497294,23.88,3,844,3,13572,115,13,55626,11.19,1
42,718292,11.49,3,827,2,68498,152,10,61256,8.53,1
29,543116,30.4,2,418,1,90821,87,14,60262,11.1,0
32,474485,24.42,2,569,2,27234,95,5,15904,3.35,0
43,533066,10.49,2,380,2,66553,231,11,11310,2.12,0
58,882418,25.81,2,459,2,12544,186,3,35484,4.02,0
62,892391,36.97,2,487,3,41221,114,10,8071,0.9,0
43,284179,1.29,2,487,3,86157,274,8,33218,11.69,0
64,129767,28.39,2,607,1,38317,29,3,61306,47.24,1
49,453961,15.73,2,493,1,22166,203,4,15107,3.33,0
27,561529,13.17,3,703,2,68447,2,6,33838,6.03,1
33,597263,17.67,2,490,1,36289,78,2,4018,0.67,0
24,174226,15.39,2,588,2,74926,324,14,29421,16.89,0
34,963129,37.45,3,805,1,63577,231,7,13583,1.41,1
40,982454,12.37,3,828,2,35589,98,5,50552,5.15,1
43,511818,32.99,1,396,3,27384,117,12,10986,2.15,0
38,76396,4.23,1,363,2,24798,110,10,6376,8.35,0
39,512443,42.81,2,427,3,43760,167,13,15806,3.08,0
24,138920,28.0,2,522,3,19737,297,5,17108,12.32,0
31,426547,31.8,1,592,1,48124,337,5,42402,9.94,0
32,214999,13.41,1,681,1,60505,87,13,73072,33.99,1
24,630514,18.54,4,769,3,61405,22,13,37589,5.96,1
26,629007,10.07,4,834,2,33656,210,2,16471,2.62,1
25,83014,41.96,2,403,2,82276,305,11,24082,29.01,0
40,583634,21.96,4,851,1,69661,272,13,6847,1.17,1
46,614699,28.37,1,413,2,97112,324,12,69686,11.34,0
35,205550,33.04,2,354,2,72377,278,10,29926,14.56,0
48,687614,16.7,3,820,2,3754,139,9,53990,7.85,1
47,206806,32.4,3,822,3,40528,341,3,68749,33.24,1
56,441837,30.42,1,302,3,38136,232,12,69459,15.72,0
52,358585,31.75,4,791,2,44649,233,7,47698,13.3,1
35,66121,22.02,3,850,1,95479,80,5,22695,34.32,1
59,756778,17.23,4,863,2,65455,55,10,6043,0.8,1
56,342341,9.99,3,884,1,62219,291,10,8014,2.34,1
34,104577,37.11,4,818,3,89196,34,5,31286,29.92,1
31,376778,27.38,3,875,2,46357,329,4,42447,11.27,1
48,269106,20.0,3,840,2,16087,333,10,52680,19.58,1
41,455647,42.48,2,360,1,20910,252,6,58069,12.74,0
52,512461,2.15,2,513,1,20411,125,7,3755,0.73,0
61,906643,38.26,1,546,2,54578,11,7,11188,1.23,0
62,680197,44.89,3,851,2,35020,317,11,37134,5.46,1
51,525200,39.91,4,870,1,8838,122,12,66083,12.58,1
20,503241,36.47,3,800,3,73524,35,8,36498,7.25,1
54,496379,16.84,4,815,1,62332,69,5,55037,11.09,1
60,986498,10.41,4,732,2,5574,313,7,48456,4.91,1
57,492295,33.07,3,777,3,59126,139,12,4517,0.92,1
43,425831,13.71,4,723,3,66124,12,14,66796,15.69,1
40,545754,7.92,1,607,3,51074,125,4,23377,4.28,1
61,837203,35.39,2,400,3,24244,299,9,68046,8.13,0
56,366030,14.06,4,815,2,5722,147,5,44969,12.29,1
32,348055,41.15,3,822,3,52373,77,3,12265,3.52,1
21,773926,37.83,2,514,1,97466,68,5,17947,2.32,0
46,433962,38.14,1,561,1,39314,206,9,31636,7.29,0
39,108422,34.72,4,846,1,93284,236,13,26366,24.32,1
42,523100,39.64,4,775,2,98333,59,13,24460,4.68,1
30,998243,36.26,2,645,3,58093,258,11,63914,6.4,1
35,355513,27.11,4,856,1,25323,254,8,69206,19.47,1
50,808325,13.31,3,822,1,21965,243,1,56351,6.97,1
33,312717,39.97,2,551,1,74208,277,5,16589,5.3,0
62,641195,37.83,2,619,3,63749,220,6,15041,2.35,1
59,978378,21.28,4,841,1,43126,225,13,17126,1.75,1
61,752722,1.76,1,636,3,89137,101,10,30760,4.09,1
19,906388,28.73,1,457,3,59307,342,13,72586,8.01,0
52,762820,2.28,1,626,3,26966,122,11,37032,4.85,1
59,802381,41.68,1,448,2,12516,218,2,56990,7.1,0
51,925012,43.27,2,364,2,25875,75,14,4738,0.51,0
47,446583,8.53,2,668,3,29180,331,6,50258,11.25,1
30,172271,30.44,4,801,3,70523,237,14,10016,5.81,1
30,373548,4.15,1,303,2,19474,339,9,59992,16.06,0
35,749688,32.83,1,473,2,58551,240,14,36966,4.93,0
49,864156,15.63,4,835,3,52699,165,4,15096,1.75,1
49,892565,30.65,4,845,2,82241,334,3,15054,1.69,1
52,187477,16.78,4,759,1,15784,157,9,31520,16.81,1
56,249304,6.55,3,744,3,24102,211,2,63387,25.43,1
63,560277,18.27,4,771,3,91651,277,12,52338,9.34,1
46,835363,5.07,4,794,2,23072,216,9,23064,2.76,1
46,815722,25.96,3,730,1,66253,218,11,71843,8.81,1
61,975871,1.84,1,455,2,46504,233,10,12574,1.29,0
33,665424,23.73,2,675,1,6409,12,11,17249,2.59,1
61,362022,39.89,1,539,1,84775,83,11,16942,4.68,0
64,372621,37.7,2,363,3,68426,113,2,13089,3.51,0
27,492697,39.73,2,622,1,7926,271,14,16125,3.27,1
47,751658,41.49,4,808,3,12234,195,13,3820,0.51,1
42,670587,4.7,4,767,1,19793,141,11,11165,1.66,1
56,705493,5.79,3,734,3,4154,124,14,32702,4.64,1
37,787976,25.07,1,550,1,16190,141,10,49438,6.27,0
22,649974,40.23,1,653,2,89444,208,3,32870,5.06,1
18,964556,43.85,2,335,1,15669,115,13,36604,3.79,0
47,389430,2.08,4,884,2,32327,206,7,4236,1.09,1
20,498705,16.01,4,897,1,6608,288,2,12016,2.41,1
62,322619,9.58,1,431,1,16708,355,1,14602,4.53,0
31,626954,34.02,3,748,3,89159,343,9,7510,1.2,1
47,378766,28.81,4,866,1,76069,149,6,39485,10.42,1
21,733016,5.39,3,717,1,97575,210,9,16919,2.31,1
35,679993,21.76,1,359,1,24620,112,12,40976,6.03,0
54,430520,30.84,1,641,2,77524,142,3,41521,9.64,1
42,127573,35.06,3,837,3,31032,24,3,35694,27.98,1
18,773180,0.9,4,812,3,19834,49,10,26960,3.49,1
63,852978,40.07,1,520,1,69463,288,12,910,0.11,0
32,289152,25.62,2,578,1,50655,331,3,119,0.04,0
26,330435,36.54,1,367,2,16357,11,2,28639,8.67,0
32,178477,36.36,4,614,1,32294,188,13,68650,38.46,1
41,268141,8.54,2,645,3,96954,68,11,18481,6.89,1
21,318530,4.96,1,562,3,16893,90,6,7945,2.49,0
29,635197,32.46,4,712,2,34784,110,3,35023,5.51,1
54,171899,7.04,4,830,2,93650,164,5,48708,28.34,1
54,839472,38.25,1,566,3,53319,206,13,55256,6.58,0
60,604642,32.68,4,750,2,2959,32,11,66770,11.04,1
23,360687,37.88,3,850,1,39940,327,5,28709,7.96,1
56,562445,13.46,2,587,1,97492,74,10,30938,5.5,0
63,579603,14.25,3,868,2,59427,251,3,58824,10.15,1
41,318076,30.2,1,341,3,34919,355,3,38400,12.07,0
28,434380,1.42,3,865,2,85721,21,1,65666,15.12,1
30,689774,32.69,1,494,3,73850,296,6,18156,2.63,0
51,802957,37.61,1,543,2,41804,298,3,20839,2.6,0
42,951831,18.68,4,899,2,66237,328,1,23155,2.43,1
24,920312,34.42,4,801,2,60479,302,13,44036,4.78,1
21,152018,7.86,1,420,1,24418,338,14,30295,19.93,0
25,821125,14.5,2,633,1,81087,73,14,70810,8.62,1
37,309385,43.84,2,627,3,64056,41,13,74234,23.99,1
46,921626,44.38,2,502,2,5374,94,10,5629,0.61,0
62,115790,23.07,3,405,1,18326,132,9,45850,39.6,0
63,953044,42.04,1,549,2,43734,99,11,25415,2.67,0
27,616543,23.52,4,818,3,96562,53,1,70255,11.39,1
60,740117,13.12,3,869,1,64601,229,5,19061,2.58,1
51,192275,12.01,3,870,3,19146,128,5,97,0.05,1
43,962585,41.83,4,732,1,74310,212,2,11059,1.15,1
58,737221,7.76,1,378,2,84659,285,14,12219,1.66,0
20,281439,26.08,3,864,3,22010,279,14,16983,6.03,1
23,31350,25.0,1,633,1,11603,341,13,60326,192.43,0
22,730872,33.28,1,418,1,48492,159,1,69500,9.51,0
22,338953,22.47,1,356,2,61572,352,6,46623,13.76,0
64,121894,12.25,4,891,3,71004,233,7,23678,19.43,1
40,379701,7.62,1,487,3,89163,71,11,44742,11.78,0
26,456048,27.94,3,751,3,45435,205,11,66861,14.66,1
52,965873,32.35,4,771,2,22587,189,9,27167,2.81,1
37,576016,25.63,4,767,1,36693,151,8,43375,7.53,1
59,299720,33.23,3,799,1,76027,8,10,46909,15.65,1
52,442217,6.37,4,781,3,9974,332,3,66876,15.12,1
35,540841,39.71,3,854,1,54922,100,9,48317,8.93,1
34,103384,26.21,2,358,3,54048,16,1,12287,11.88,0
41,20390,5.71,3,574,2,3708,154,13,63540,311.62,0
20,500751,20.79,4,702,2,96087,157,6,29236,5.84,1
49,851868,38.02,3,738,2,99422,93,13,59891,7.03,1
52,555857,40.39,2,621,3,54601,262,14,25553,4.6,1
55,426245,11.91,1,628,1,54012,37,10,13630,3.2,1
30,42490,32.01,1,689,2,27646,161,2,46490,109.41,0
64,852307,4.5,1,583,3,68303,351,10,58959,6.92,0
42,514080,1.51,4,875,3,62596,174,9,58929,11.46,1
26,812299,25.22,2,397,2,55286,317,9,38259,4.71,0
21,625108,31.27,3,792,2,42446,18,8,12844,2.05,1
31,381659,35.81,3,875,2,5330,351,13,23989,6.29,1
54,291265,15.31,3,894,1,25820,16,11,33302,11.43,1
51,21539,0.29,3,481,1,43123,360,7,7952,36.92,0
28,430243,21.58,4,825,3,37702,270,14,28716,6.67,1
58,409546,0.71,4,715,2,67182,359,6,52976,12.94,1
20,880661,4.14,2,334,2,15150,68,2,61294,6.96,0
45,946425,14.7,3,774,1,51415,30,14,49217,5.2,1
46,332579,19.67,1,662,2,52264,316,4,37110,11.16,1
26,535584,12.58,4,786,3,30234,309,10,37851,7.07,1
20,947814,26.18,2,457,2,15740,225,7,46665,4.92,0
42,83965,2.49,2,624,1,86464,164,14,19370,23.07,1
51,535249,6.51,4,815,3,61771,320,13,60217,11.25,1
29,393192,31.29,1,307,3,14384,14,6,20640,5.25,0
59,902876,6.4,1,406,2,60626,279,9,64306,7.12,0
26,352066,28.79,3,806,3,3523,156,13,18507,5.26,1
32,117799,2.46,4,413,2,28677,122,13,63626,54.01,0
57,113948,18.33,1,309,2,59000,263,5,72233,63.39,0
42,496055,7.98,4,727,1,84706,170,12,62767,12.65,1
22,163314,4.93,2,359,3,67968,10,12,3982,2.44,0
28,268099,25.52,2,565,2,6166,172,6,19790,7.38,0
51,815379,41.78,2,697,2,83676,358,10,309,0.04,1
41,787610,2.47,4,801,2,57988,13,6,73244,9.3,1
32,746826,18.97,3,762,3,8683,213,14,35816,4.8,1
55,779066,31.84,3,874,3,38157,161,8,26498,3.4,1
25,275821,20.82,1,496,3,22704,232,8,43960,15.94,0
22,737176,36.29,4,755,2,26664,160,6,34786,4.72,1
43,330929,8.08,3,833,3,61529,127,8,13367,4.04,1
35,926395,43.18,4,846,2,98700,48,7,37650,4.06,1
23,806939,17.33,3,879,3,88493,261,1,26929,3.34,1
54,480188,15.37,2,489,3,29041,61,5,24106,5.02,0
30,702511,39.36,2,427,2,55611,122,11,19844,2.82,0
45,31618,25.37,1,633,3,38062,90,10,70971,224.46,0
22,356430,23.24,2,694,2,38673,359,10,33340,9.35,1
30,298266,32.71,3,745,3,25792,255,13,66133,22.17,1
34,682714,26.09,1,368,3,58520,90,10,21458,3.14,0
57,916030,7.31,1,600,3,82515,3,5,50223,5.48,0
62,968483,30.34,2,650,3,35863,280,10,68908,7.12,1
49,630724,6.01,4,807,1,82113,117,14,158,0.03,1
46,230448,36.26,2,357,2,45780,98,9,58267,25.28,0
20,990278,44.54,2,515,1,6493,162,7,3319,0.34,0
57,515919,16.98,1,414,3,33588,340,7,59691,11.57,0
51,156109,20.01,2,309,3,21559,298,10,74494,47.72,0
57,48633,2.09,3,696,2,12654,297,2,68149,140.13,0
44,830927,0.62,1,666,2,37967,82,8,20947,2.52,1
30,870982,41.46,2,568,2,78204,358,3,12021,1.38,0
62,232456,5.79,4,735,2,45115,148,9,30248,13.01,1
50,318627,20.06,3,785,3,5157,6,6,444,0.14,1
23,395325,36.69,4,827,2,83126,185,9,38742,9.8,1
41,486589,40.02,3,821,1,5405,252,9,17289,3.55,1
36,316213,23.37,4,846,2,61376,25,7,2911,0.92,1
33,158442,25.43,2,417,2,32840,41,10,44170,27.88,0
57,664161,30.14,3,834,1,24218,169,12,17310,2.61,1
45,923275,43.26,1,314,1,6774,3,8,14266,1.55,0
50,91947,27.12,1,636,1,42431,364,2,24236,26.36,1
58,190205,25.18,4,745,1,90634,171,5,55083,28.96,1
30,771395,0.65,4,747,2,15416,57,3,58096,7.53,1
60,115761,3.64,4,365,1,16317,83,1,74963,64.76,0
62,395897,25.97,3,703,3,67641,330,13,2923,0.74,1
42,938196,42.13,1,302,2,14702,179,6,58007,6.18,0
59,573214,39.0,2,558,3,87281,133,13,40324,7.03,0
53,906214,44.22,3,768,2,14087,86,12,27772,3.06,1
44,124700,23.75,4,792,2,50015,353,9,9777,7.84,1
55,356128,35.46,1,583,3,13643,271,2,66456,18.66,0
24,456606,37.82,4,722,1,28044,344,9,37773,8.27,1
22,593881,29.16,2,585,1,58341,94,8,53372,8.99,0
60,882041,15.24,2,617,3,9244,356,11,20955,2.38,1
62,25209,21.15,1,386,1,38559,250,9,20838,82.66,0
48,670988,38.61,3,750,2,39927,295,5,5576,0.83,1
40,419749,13.43,2,596,2,30841,198,13,51106,12.18,0
59,630885,41.57,2,619,2,70115,79,2,51721,8.2,1
27,289355,10.34,2,342,1,69834,166,10,73482,25.4,0
49,29927,33.73,2,503,1,74727,39,10,54081,180.71,0
60,752823,28.38,4,790,3,69841,308,6,32310,4.29,1
47,661621,33.73,4,757,2,69277,214,7,22955,3.47,1
56,175666,19.68,3,758,3,3643,131,3,49595,28.23,1
48,750212,41.97,1,467,1,5691,157,14,33369,4.45,0
35,228785,28.46,1,473,3,94977,159,6,11581,5.06,0
53,358526,12.97,1,617,1,56495,322,6,20967,5.85,1
19,159005,28.73,2,671,2,60534,227,8,68323,42.97,1
31,648068,12.91,4,810,2,29155,45,1,15232,2.35,1
30,584984,13.21,4,722,1,6216,201,4,11841,2.02,1
46,216521,17.98,3,871,1,55585,22,1,2053,0.95,1
29,349760,38.36,1,532,1,66397,339,8,33400,9.55,0
56,943593,22.51,4,871,2,2507,242,2,68979,7.31,1
19,469764,30.55,3,718,1,31694,229,8,1755,0.37,1
49,177195,17.64,1,471,2,66521,238,3,65526,36.98,0
30,421013,11.86,2,310,3,97831,149,8,26,0.01,0
63,70013,42.96,4,759,2,35511,273,6,10402,14.86,1
44,421562,27.16,4,865,3,93455,67,1,6554,1.55,1
58,236486,42.03,1,531,2,76761,7,7,71296,30.15,0
34,446888,9.15,2,534,2,87130,233,13,7756,1.74,0
57,430869,6.61,2,302,1,99872,357,7,33898,7.87,0
48,855988,38.51,4,843,2,55544,292,6,45065,5.26,1
51,930155,30.64,1,529,1,90221,256,1,38410,4.13,0
41,783638,8.4,3,708,1,87681,67,5,55050,7.02,1
62,570428,12.12,4,740,1,88083,250,1,46670,8.18,1
52,283328,36.03,2,593,2,26338,77,1,14372,5.07,0
23,447709,20.42,3,768,1,41803,87,6,72906,16.28,1
36,981652,30.17,1,492,3,35296,252,8,69432,7.07,0
47,700206,14.33,2,590,3,77321,222,1,4798,0.69,0
24,131361,17.16,3,826,2,12838,72,2,45810,34.87,1
27,697555,44.58,4,862,1,15872,202,5,67365,9.66,1
58,812038,11.14,2,347,3,65370,59,8,16944,2.09,0
49,417172,22.79,1,406,2,76269,276,11,26832,6.43,0
51,36555,38.0,2,563,2,23592,221,4,42045,115.02,0
45,544213,10.77,4,726,2,55079,157,14,24815,4.56,1
32,634673,18.68,1,308,2,50438,181,5,73587,11.59,0
47,431906,27.68,4,857,2,64651,213,10,60259,13.95,1
54,340646,21.65,3,713,1,36955,129,5,59440,17.45,1
46,275658,20.68,2,328,1,6328,243,3,72437,26.28,0
39,462065,16.31,4,725,1,68467,172,6,38356,8.3,1
21,701707,26.4,3,842,1,20145,270,5,59390,8.46,1
37,774085,28.1,1,414,2,83768,163,2,15785,2.04,0
49,123844,29.4,1,628,2,76691,24,14,3684,2.97,1
53,111321,3.17,3,517,3,24418,193,10,73933,66.41,0
21,855488,28.4,3,780,3,58558,294,14,7348,0.86,1
44,739211,42.9,1,500,1,13895,129,4,43098,5.83,0
34,118234,24.34,4,366,2,85284,41,11,56500,47.79,0
29,494718,32.19,3,843,3,54624,31,4,14073,2.84,1
39,771993,25.05,4,840,3,87794,36,7,12027,1.56,1
34,745571,38.46,1,645,3,21847,361,7,52833,7.09,1
27,848282,41.83,4,795,3,88870,253,9,40967,4.83,1
18,491761,8.29,4,851,1,47473,215,10,31042,6.31,1
39,309987,19.66,3,817,2,31660,287,12,69035,22.27,1
43,344464,17.66,4,761,1,11382,256,2,32257,9.36,1
35,574081,18.23,4,884,3,33931,186,6,14906,2.6,1
31,977020,5.65,4,735,3,63173,61,2,67674,6.93,1
64,693217,36.61,1,544,2,23143,262,9,54101,7.8,0
46,39627,1.61,1,679,2,65422,276,2,70997,179.16,0
29,343966,23.77,2,500,1,53000,111,6,39667,11.53,0
53,497317,29.78,1,577,2,21029,317,8,72751,14.63,0
52,242633,9.34,1,660,1,35600,141,6,13311,5.49,1
29,989752,40.76,2,669,1,1972,233,12,27944,2.82,1
24,337942,37.73,2,409,3,37588,23,3,31918,9.44,0
46,768728,21.2,3,702,1,67605,79,5,54667,7.11,1
28,719476,18.5,3,863,3,25560,31,4,1703,0.24,1
50,357462,10.65,1,396,1,12255,4,1,57874,16.19,0
23,386330,32.85,4,735,1,11970,118,5,20059,5.19,1
64,802479,5.93,3,709,2,94028,66,10,41263,5.14,1
32,370046,30.61,3,799,2,3817,287,12,14538,3.93,1
49,441773,37.91,1,320,3,1474,176,5,20636,4.67,0
28,353478,10.28,4,876,2,21926,123,7,28545,8.08,1
40,488379,38.99,2,403,1,74315,231,12,65550,13.42,0
43,388863,1.5,2,670,3,13527,43,7,51956,13.36,1
51,143099,41.08,1,692,3,64542,4,2,37309,26.07,1
63,753362,5.33,1,411,3,89200,190,14,73627,9.77,0
51,717974,29.06,4,819,1,34808,304,4,2170,0.3,1
46,294864,11.25,1,548,2,24371,250,1,10424,3.54,0
21,339752,37.64,1,634,3,63672,144,13,42804,12.6,1
34,127449,23.05,1,395,1,16731,345,5,8018,6.29,0
52,122828,6.09,4,487,2,19987,333,5,43679,35.56,0
30,146613,25.69,1,663,2,25359,158,4,57393,39.15,1
58,92095,18.35,3,674,3,98032,65,10,32949,35.78,1
56,650212,29.77,4,877,1,58087,325,12,32220,4.96,1
32,497910,39.69,3,866,2,49730,270,12,30861,6.2,1
46,640740,18.42,4,843,1,19244,75,7,21064,3.29,1
46,107593,13.04,3,327,2,78291,29,6,47575,44.22,0
28,711252,0.65,4,705,3,49160,335,13,24325,3.42,1
49,913407,25.87,2,616,3,55192,238,10,66823,7.32,1
19,359386,18.1,1,561,2,20936,153,3,41667,11.59,0
64,922473,16.86,1,529,1,67004,94,2,24870,2.7,0
31,146202,8.23,4,421,2,44556,237,4,71165,48.68,0
37,97606,19.35,3,893,1,36480,322,9,29094,29.81,1
39,143769,44.3,2,404,2,77835,115,10,46651,32.45,0
28,138542,13.4,3,498,3,11669,296,5,66197,47.78,0
44,388582,26.99,1,361,1,99463,219,1,48017,12.36,0
20,807356,34.94,1,583,3,31282,246,11,19563,2.42,0
34,595610,33.71,3,779,1,78751,32,3,68926,11.57,1
61,177550,14.79,4,874,2,21749,20,9,55554,31.29,1
45,615330,27.49,4,708,3,83831,53,7,57280,9.31,1
46,590706,39.21,3,879,3,96232,206,3,35609,6.03,1
38,475433,0.7,1,570,1,27103,219,1,60841,12.8,0
64,644987,19.61,3,861,1,16651,195,4,10771,1.67,1
33,110140,10.09,1,575,1,23926,305,9,55462,50.36,0
54,486978,17.49,3,759,3,24829,195,12,26628,5.47,1
37,556069,18.72,4,885,2,51796,345,7,6147,1.11,1
23,418731,33.6,2,374,1,3968,82,5,59754,14.27,0
36,399502,4.22,1,393,2,41374,1,13,52080,13.04,0
22,318277,23.07,2,366,1,38818,167,11,58075,18.25,0
20,117628,25.39,4,301,2,32453,317,14,62508,53.14,0
18,621234,22.24,3,877,1,41782,183,6,23252,3.74,1
55,105058,32.93,4,841,2,30753,350,1,31897,30.36,1
32,946599,17.27,2,343,3,14241,273,7,39114,4.13,0
51,501799,42.52,4,873,1,11637,157,12,53712,10.7,1
52,171542,21.68,4,833,1,30501,362,5,13323,7.77,1
42,325273,25.7,3,835,3,27487,201,7,7748,2.38,1
41,290675,37.15,2,594,1,81790,192,5,58698,20.19,0
29,319182,12.39,2,530,1,6730,341,5,35904,11.25,0
35,370083,3.38,2,535,3,43561,299,3,67814,18.32,0
32,62674,31.85,1,392,3,80414,76,5,40971,65.37,0
61,147572,21.74,4,343,2,44393,140,8,67193,45.53,0
33,770018,40.34,2,326,3,23170,306,14,42208,5.48,0
44,495692,44.22,4,715,3,13516,196,8,50813,10.25,1
25,311975,17.96,3,738,1,91035,61,2,32404,10.39,1
63,601462,18.69,3,828,3,8729,360,11,34532,5.74,1
42,817711,18.36,1,588,1,63544,307,1,64010,7.83,0
34,451436,14.6,1,547,3,8460,333,2,15414,3.41,0
46,867042,35.18,3,749,3,12111,354,11,40634,4.69,1
25,465935,34.15,2,658,2,40821,83,7,72447,15.55,1
32,800296,21.54,3,881,3,36169,334,3,60033,7.5,1
44,73051,2.01,4,582,3,53370,5,8,35386,48.44,0
63,223085,13.93,1,508,1,11327,219,4,73638,33.01,0
24,338796,13.15,1,423,1,39687,254,10,50579,14.93,0
20,85524,36.5,3,641,2,61820,88,10,73604,86.06,0
46,496152,3.94,2,548,3,44650,209,8,28236,5.69,0
61,288614,36.26,2,583,1,68405,180,14,70745,24.51,0
41,480814,30.11,4,850,3,76128,208,2,28486,5.92,1
20,979302,32.96,1,363,2,53751,273,13,13183,1.35,0
37,537733,19.45,3,866,1,51432,65,14,71759,13.34,1
63,335617,30.59,3,748,1,68981,21,5,14481,4.31,1
32,957384,27.41,1,486,2,68301,177,6,56961,5.95,0
42,775477,34.6,3,847,3,24907,363,1,51214,6.6,1
47,64439,20.1,1,488,1,43652,22,14,63095,97.91,0
31,296452,21.28,2,410,1,78002,325,1,45058,15.2,0
24,111563,28.96,2,683,2,74961,36,14,35062,31.43,1
34,771616,4.86,3,708,2,71076,250,9,15790,2.05,1
61,317225,19.63,2,578,2,93858,149,5,29108,9.18,0
37,750602,43.74,2,536,3,57400,73,14,26288,3.5,0
53,463599,1.69,4,834,3,27051,91,4,15015,3.24,1
26,554125,14.22,1,458,3,20364,176,14,8575,1.55,0
55,779495,14.13,1,359,2,19221,126,1,38598,4.95,0
39,989655,28.51,3,760,1,84451,204,3,17468,1.77,1
19,662416,4.76,1,374,3,50639,246,13,43478,6.56,0
41,187896,28.28,4,853,2,30411,99,4,54355,28.93,1
25,708433,4.28,3,799,3,42497,271,11,64966,9.17,1
28,919083,4.27,3,753,1,19849,44,11,21881,2.38,1
30,641912,32.77,1,586,1,29318,222,5,27252,4.25,0
34,439515,14.59,2,540,2,81169,97,14,52547,11.96,0
25,734221,43.98,2,526,1,51691,36,10,44017,6.0,0
38,50063,1.68,2,468,2,44233,168,12,26890,53.71,0
35,613741,20.03,2,583,2,44967,30,14,25980,4.23,0
47,274371,5.09,4,789,2,1416,282,5,61517,22.42,1
35,122166,15.81,3,561,2,38072,85,10,48742,39.9,0
63,34506,44.92,2,589,1,87024,357,8,65036,188.48,0
64,245413,40.0,4,791,1,79148,121,13,57134,23.28,1
48,133604,2.17,3,807,1,66320,287,13,13361,10.0,1
55,46026,25.35,1,308,1,92800,248,3,66940,145.44,0
49,440888,29.15,1,648,2,77371,184,7,36089,8.19,1
28,975921,9.43,4,797,2,42735,253,14,14021,1.44,1
62,334557,6.53,3,711,1,51365,273,13,7421,2.22,1
42,275116,40.7,2,571,3,50209,209,6,33638,12.23,0
50,347210,43.6,3,770,3,48897,354,10,39211,11.29,1
55,210285,44.64,2,434,3,8179,24,11,31454,14.96,0
58,70971,35.54,4,702,1,60987,122,10,9276,13.07,1
25,440497,29.86,2,304,2,22512,225,10,30053,6.82,0
28,133978,15.56,4,894,2,35962,123,11,33742,25.18,1
39,179163,7.71,3,737,3,84827,294,6,31614,17.65,1
41,856926,3.55,3,778,3,14921,173,10,48163,5.62,1
58,123864,31.2,2,398,2,73218,143,9,32200,26.0,0
34,956114,35.31,3,883,3,74648,169,14,17573,1.84,1
29,414295,37.19,2,450,3,33755,57,7,5148,1.24,0
63,639674,41.12,3,701,2,44788,42,13,3444,0.54,1
49,459967,39.6,1,655,3,54676,309,11,71221,15.48,1
